compound,river,date_sampled,year,result,result_unit,group
Atrazine,Mill River,08/24/2017 12:00:00 AM,2017,< 0.03,ng/ml,Herbicides
Dimethachlor,Dunk River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Permethrin,West River,06/15/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Chlorantraniliprole,Dunk River,09/12/2018 12:00:00 AM,2018,0.07,ng/ml,Insecticides
Hexazinone,Clyde River,08/22/2018 12:00:00 AM,2018,< 0.02,ng/ml,Herbicides
Metconazole,Clyde River,05/28/2018 12:00:00 AM,2018,< 0.152,ng/ml,Fungicides
Carbofuran,Dunk River,07/24/2018 12:00:00 AM,2018,< 0.02,ng/ml,Insecticides
Methamidophos,Clyde River,09/19/2012 12:00:00 AM,2012,< 5.0,ng/ml,Insecticides
Aldrin,West River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Insecticides
Azinphos-Methyl,Morell River,07/20/2017 12:00:00 AM,2017,< 0.03,ng/ml,Insecticides
Azinphos-Methyl,Morell River,06/27/2018 12:00:00 AM,2018,< 0.03,ng/ml,Insecticides
Metobromuron,Mill River,09/09/2014 12:00:00 AM,2014,< 0.03,ng/ml,Herbicides
Metobromuron,Winter River,08/22/2018 12:00:00 AM,2018,< 0.03,ng/ml,Herbicides
Imidacloprid,Wilmot River,08/18/2015 12:00:00 AM,2015,< 0.02,ng/ml,Insecticides
Metobromuron,Wilmot River,08/18/2015 12:00:00 AM,2015,< 0.03,ng/ml,Herbicides
Methamidophos,Wilmot River,08/13/2015 12:00:00 AM,2015,< 5.0,ng/ml,Insecticides
Clomazone,Clyde River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Herbicides
Metiram,Winter River,08/18/2014 12:00:00 AM,2014,< 1000,ng/ml,Fungicides
Metiram,Winter River,08/18/2014 12:00:00 AM,2014,< 1000,ng/ml,Fungicides
Azinphos-Methyl,Montague River,08/24/2017 12:00:00 AM,2017,< 0.03,ng/ml,Insecticides
Clothianidin,Huntley River,09/28/2017 12:00:00 AM,2017,0.26,ng/ml,Insecticides
Imidacloprid,Dunk River,07/24/2018 12:00:00 AM,2018,0.05,ng/ml,Insecticides
Clothianidin,Winter River,09/09/2014 12:00:00 AM,2014,< 0.01,ng/ml,Insecticides
Methamidophos,West River,07/24/2018 12:00:00 AM,2018,< 5.0,ng/ml,Insecticides
Atrazine,Mill River,08/10/2011 12:00:00 AM,2011,< 0.03,ng/ml,Herbicides
Thiabendazole,Mill River,07/29/2014 12:00:00 AM,2014,< 0.02,ng/ml,Fungicides
Chlorantraniliprole,Winter River,06/27/2018 12:00:00 AM,2018,< 0.02,ng/ml,Insecticides
Zoxamide,Mill River,05/28/2018 12:00:00 AM,2018,< 0.502,ng/ml,Fungicides
Metribuzin,Clyde River,08/13/2015 12:00:00 AM,2015,< 0.03,ng/ml,Herbicides
Naled,Winter River,05/28/2018 12:00:00 AM,2018,< 0.151,ng/ml,Insecticides
Thiabendazole,Montague River,07/20/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Quinclorac,Montague River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Herbicides
Imidacloprid,Huntley River,09/17/2009 12:00:00 AM,2009,< 0.1,ng/ml,Insecticides
Fludioxonil,Montague River,08/25/2011 12:00:00 AM,2011,< 0.01,ng/ml,Fungicides
Permethrin,Winter River,10/01/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Hexazinone,Dunk River,09/12/2018 12:00:00 AM,2018,< 0.02,ng/ml,Herbicides
Dioxathion,West River,05/28/2018 12:00:00 AM,2018,< 0.154,ng/ml,Insecticides
Dimethoate,Winter River,09/28/2017 12:00:00 AM,2017,< 0.04,ng/ml,Insecticides
Thiabendazole,Huntley River,07/24/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Thiamethoxam,Clyde River,07/19/2012 12:00:00 AM,2012,< 0.01,ng/ml,Insecticides
Benalaxyl,Mill River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Fungicides
Terbacil,Wilmot River,08/24/2017 12:00:00 AM,2017,< 0.01,ng/ml,Herbicides
Hexazinone,Winter River,08/10/2011 12:00:00 AM,2011,< 0.06,ng/ml,Herbicides
Heptachlor,Mill River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Insecticides
Terbacil,Clyde River,05/28/2018 12:00:00 AM,2018,< 0.107,ng/ml,Herbicides
Thiamethoxam,Montague River,07/20/2011 12:00:00 AM,2011,< 0.01,ng/ml,Insecticides
Linuron,Wilmot River,07/19/2012 12:00:00 AM,2012,< 0.06,ng/ml,Herbicides
Metribuzin,Wilmot River,07/14/2009 12:00:00 AM,2009,0.06,ng/ml,Herbicides
Atrazine,Huntley River,08/21/2018 12:00:00 AM,2018,< 0.03,ng/ml,Herbicides
Fludioxonil,Mill River,06/15/2017 12:00:00 AM,2017,< 0.01,ng/ml,Fungicides
Glyphosate,Mill River,05/28/2018 12:00:00 AM,2018,< 1.0,ng/ml,Herbicides
Hexazinone,Montague River,09/09/2014 12:00:00 AM,2014,< 0.02,ng/ml,Herbicides
Azinphos-Methyl,Clyde River,09/17/2009 12:00:00 AM,2009,< 0.03,ng/ml,Insecticides
Desmetryn,Clyde River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Herbicides
Clothianidin,Mill River,07/29/2014 12:00:00 AM,2014,0.02,ng/ml,Insecticides
Terbacil,Winter River,05/28/2018 12:00:00 AM,2018,< 0.107,ng/ml,Herbicides
Thiamethoxam,Clyde River,10/01/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Terbutryn,Dunk River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Metobromuron,Wilmot River,07/19/2012 12:00:00 AM,2012,< 0.03,ng/ml,Herbicides
Dicamba,Mill River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Chlorpyrifos,Huntley River,09/16/2015 12:00:00 AM,2015,< 0.01,ng/ml,Insecticides
Atrazine,West River,08/24/2017 12:00:00 AM,2017,< 0.03,ng/ml,Herbicides
Vinclozolin,Morell River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Fungicides
Fludioxonil,Clyde River,09/28/2017 12:00:00 AM,2017,< 0.01,ng/ml,Fungicides
Atrazine,Winter River,10/05/2017 12:00:00 AM,2017,< 0.03,ng/ml,Herbicides
Hexazinone,Winter River,10/05/2017 12:00:00 AM,2017,< 0.02,ng/ml,Herbicides
Dimethoate,West River,09/12/2018 12:00:00 AM,2018,< 0.04,ng/ml,Insecticides
Fludioxonil,Dunk River,07/26/2017 12:00:00 AM,2017,< 0.01,ng/ml,Fungicides
Thiophanate-Methyl,Montague River,08/25/2011 12:00:00 AM,2011,< 0.1,ng/ml,Fungicides
Ethion,Morell River,05/28/2018 12:00:00 AM,2018,< 0.054,ng/ml,Insecticides
Eptc,Winter River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Thiophanate-Methyl,Wilmot River,07/14/2009 12:00:00 AM,2009,< 0.1,ng/ml,Fungicides
Clothianidin,Winter River,05/28/2018 12:00:00 AM,2018,0.0181,ng/ml,Insecticides
Propiconazole,Huntley River,08/21/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Carbofuran,Wilmot River,08/21/2018 12:00:00 AM,2018,< 0.02,ng/ml,Insecticides
Propiconazole,Dunk River,06/15/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Hexazinone,Mill River,06/26/2018 12:00:00 AM,2018,< 0.02,ng/ml,Herbicides
Metiram,Clyde River,06/15/2017 12:00:00 AM,2017,< 1000,ng/ml,Fungicides
Metiram,Clyde River,06/15/2017 12:00:00 AM,2017,< 1000,ng/ml,Fungicides
Butylate,Morell River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Herbicides
Azinphos-Methyl,Clyde River,05/28/2018 12:00:00 AM,2018,< 0.511,ng/ml,Insecticides
Linuron,Mill River,09/09/2014 12:00:00 AM,2014,< 0.02,ng/ml,Herbicides
Phorate,Morell River,07/25/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Paraquat,West River,08/04/2010 12:00:00 AM,2010,< 10,ng/ml,Herbicides
Tetrasul,Winter River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Acaricides
Metiram,Montague River,08/25/2011 12:00:00 AM,2011,< 1000,ng/ml,Fungicides
Metiram,Montague River,08/25/2011 12:00:00 AM,2011,< 1000,ng/ml,Fungicides
Clothianidin,Dunk River,08/12/2010 12:00:00 AM,2010,< 0.01,ng/ml,Insecticides
Dimethoate,Wilmot River,06/15/2017 12:00:00 AM,2017,< 0.04,ng/ml,Insecticides
Rimsulfuron,Morell River,06/15/2017 12:00:00 AM,2017,< 0.02,ng/ml,Herbicides
Dimethoate,Montague River,10/05/2017 12:00:00 AM,2017,< 0.04,ng/ml,Insecticides
Atrazine,Clyde River,07/22/2009 12:00:00 AM,2009,0.05,ng/ml,Herbicides
Fenchlorphos,Clyde River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Insecticides
Fludioxonil,Mill River,07/29/2014 12:00:00 AM,2014,< 0.01,ng/ml,Fungicides
Carbofuran,West River,07/19/2016 12:00:00 AM,2016,< 0.02,ng/ml,Insecticides
Linuron,Clyde River,07/22/2009 12:00:00 AM,2009,< 0.06,ng/ml,Herbicides
Propiconazole,Mill River,10/01/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Linuron,Montague River,09/09/2014 12:00:00 AM,2014,< 0.02,ng/ml,Herbicides
Fluroxypyr,Mill River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Herbicides
Quizalofop-Ethyl,West River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Chlorothalonil,West River,09/03/2013 12:00:00 AM,2013,< 0.02,ng/ml,Fungicides
Dimethoate,Clyde River,08/19/2009 12:00:00 AM,2009,< 0.04,ng/ml,Insecticides
Chlorothalonil,West River,09/13/2016 12:00:00 AM,2016,< 0.02,ng/ml,Fungicides
Chlorantraniliprole,West River,10/01/2018 12:00:00 AM,2018,< 0.02,ng/ml,Insecticides
Thiamethoxam,Montague River,08/24/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Azoxystrobin,Morell River,09/28/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Thiophanate-Methyl,Clyde River,08/18/2015 12:00:00 AM,2015,< 0.02,ng/ml,Fungicides
Imidacloprid,West River,06/26/2018 12:00:00 AM,2018,< 0.02,ng/ml,Insecticides
Hexazinone,Mill River,10/05/2017 12:00:00 AM,2017,< 0.02,ng/ml,Herbicides
Flumioxazin,Morell River,05/28/2018 12:00:00 AM,2018,< 0.073,ng/ml,Herbicides
Thiophanate-Methyl,Morell River,07/25/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Metalaxyl,West River,10/01/2018 12:00:00 AM,2018,< 0.03,ng/ml,Fungicides
Sulfoxaflor,Wilmot River,05/28/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Metalaxyl,West River,06/26/2018 12:00:00 AM,2018,< 0.03,ng/ml,Fungicides
Metobromuron,Clyde River,10/05/2017 12:00:00 AM,2017,< 0.03,ng/ml,Herbicides
Chlorothalonil,Wilmot River,08/29/2012 12:00:00 AM,2012,< 0.02,ng/ml,Fungicides
Linuron,Dunk River,10/05/2017 12:00:00 AM,2017,< 0.02,ng/ml,Herbicides
Metalaxyl,Dunk River,07/24/2018 12:00:00 AM,2018,< 0.03,ng/ml,Fungicides
Imidacloprid,Morell River,06/15/2017 12:00:00 AM,2017,< 0.02,ng/ml,Insecticides
Flamprop-Methyl,Wilmot River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Mancozeb,Winter River,06/15/2017 12:00:00 AM,2017,< 100,ng/ml,Fungicides
Mancozeb,Winter River,06/15/2017 12:00:00 AM,2017,< 100,ng/ml,Fungicides
Metribuzin,Wilmot River,08/24/2017 12:00:00 AM,2017,< 0.03,ng/ml,Herbicides
Chlorothalonil,Morell River,06/27/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Rimsulfuron,Clyde River,10/01/2018 12:00:00 AM,2018,< 0.02,ng/ml,Herbicides
Thiabendazole,West River,10/05/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Clothianidin,Dunk River,05/28/2018 12:00:00 AM,2018,0.0185,ng/ml,Insecticides
Chlorpyrifos,Montague River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Insecticides
Mancozeb,Mill River,09/14/2011 12:00:00 AM,2011,< 100,ng/ml,Fungicides
Mancozeb,Mill River,09/14/2011 12:00:00 AM,2011,< 100,ng/ml,Fungicides
Propetamphos,Winter River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Insecticides
Chlorantraniliprole,West River,07/14/2010 12:00:00 AM,2010,< 0.1,ng/ml,Insecticides
Chlorantraniliprole,West River,07/14/2010 12:00:00 AM,2010,< 0.1,ng/ml,Insecticides
Terbacil,Wilmot River,05/28/2018 12:00:00 AM,2018,< 0.107,ng/ml,Herbicides
Thiacloprid,Winter River,05/28/2018 12:00:00 AM,2018,< 0.0125,ng/ml,Insecticides
Carbofuran,West River,08/17/2016 12:00:00 AM,2016,< 0.02,ng/ml,Insecticides
Permethrin,Dunk River,07/19/2016 12:00:00 AM,2016,< 0.01,ng/ml,Insecticides
Metobromuron,Morell River,10/01/2018 12:00:00 AM,2018,< 0.03,ng/ml,Herbicides
Imazethapyr,Wilmot River,05/28/2018 12:00:00 AM,2018,< 0.108,ng/ml,Herbicides
Chlorpyrifos,Dunk River,09/28/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Azinphos-Methyl,Morell River,08/12/2010 12:00:00 AM,2010,< 0.03,ng/ml,Insecticides
Methamidophos,Montague River,07/20/2017 12:00:00 AM,2017,< 5.0,ng/ml,Insecticides
Imidacloprid,Huntley River,07/20/2017 12:00:00 AM,2017,< 0.02,ng/ml,Insecticides
Rimsulfuron,Montague River,09/14/2011 12:00:00 AM,2011,< 0.05,ng/ml,Herbicides
Iprodione,West River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Fungicides
Clothianidin,Huntley River,09/16/2015 12:00:00 AM,2015,0.1,ng/ml,Insecticides
Dimethoate,Dunk River,06/26/2018 12:00:00 AM,2018,< 0.04,ng/ml,Insecticides
Chlorantraniliprole,Winter River,09/09/2014 12:00:00 AM,2014,< 0.02,ng/ml,Insecticides
Carbofuran,Huntley River,10/05/2017 12:00:00 AM,2017,< 0.02,ng/ml,Insecticides
Chlorantraniliprole,Wilmot River,06/15/2017 12:00:00 AM,2017,0.04,ng/ml,Insecticides
Imidacloprid,Dunk River,08/08/2013 12:00:00 AM,2013,< 0.02,ng/ml,Insecticides
Rimsulfuron,Dunk River,06/15/2017 12:00:00 AM,2017,< 0.02,ng/ml,Herbicides
Dimethoate,Wilmot River,07/24/2018 12:00:00 AM,2018,< 0.04,ng/ml,Insecticides
Atrazine,Wilmot River,07/19/2012 12:00:00 AM,2012,< 0.03,ng/ml,Herbicides
Thiamethoxam,Wilmot River,09/28/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Clothianidin,Dunk River,09/12/2018 12:00:00 AM,2018,0.02,ng/ml,Insecticides
Metiram,Montague River,06/15/2017 12:00:00 AM,2017,< 1000,ng/ml,Fungicides
Metiram,Montague River,06/15/2017 12:00:00 AM,2017,< 1000,ng/ml,Fungicides
Imidacloprid,Morell River,07/14/2010 12:00:00 AM,2010,< 0.1,ng/ml,Insecticides
Imidacloprid,Morell River,07/14/2010 12:00:00 AM,2010,< 0.1,ng/ml,Insecticides
Permethrin,Montague River,08/18/2014 12:00:00 AM,2014,< 0.1,ng/ml,Insecticides
Linuron,Winter River,06/27/2018 12:00:00 AM,2018,< 0.02,ng/ml,Herbicides
Thiamethoxam,West River,08/21/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Hexazinone,West River,08/21/2018 12:00:00 AM,2018,< 0.02,ng/ml,Herbicides
Linuron,Dunk River,07/26/2017 12:00:00 AM,2017,0.07,ng/ml,Herbicides
Chlorantraniliprole,Montague River,10/05/2017 12:00:00 AM,2017,0.02,ng/ml,Insecticides
Thiamethoxam,Huntley River,07/20/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Fonofos,Clyde River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Insecticides
Paraquat,Dunk River,07/22/2013 12:00:00 AM,2013,< 10,ng/ml,Herbicides
Azinphos-Methyl,West River,05/28/2018 12:00:00 AM,2018,< 0.511,ng/ml,Insecticides
Propiconazole,Dunk River,10/01/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Chlorantraniliprole,Dunk River,06/26/2018 12:00:00 AM,2018,0.05,ng/ml,Insecticides
Azoxystrobin,Dunk River,10/05/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Metalaxyl,West River,09/28/2017 12:00:00 AM,2017,< 0.03,ng/ml,Fungicides
Diazinon,Winter River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Insecticides
Azoxystrobin,West River,08/21/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Ethalfluralin,West River,05/28/2018 12:00:00 AM,2018,< 0.125,ng/ml,Herbicides
Metribuzin,Mill River,08/18/2014 12:00:00 AM,2014,< 0.03,ng/ml,Herbicides
Chlorantraniliprole,Morell River,09/12/2018 12:00:00 AM,2018,< 0.02,ng/ml,Insecticides
Methamidophos,Wilmot River,08/09/2012 12:00:00 AM,2012,< 5.0,ng/ml,Insecticides
Linuron,Winter River,08/21/2014 12:00:00 AM,2014,< 0.02,ng/ml,Herbicides
Imidacloprid,Morell River,09/03/2013 12:00:00 AM,2013,< 0.02,ng/ml,Insecticides
Oxyfluorfen,Wilmot River,05/28/2018 12:00:00 AM,2018,< 0.123,ng/ml,Herbicides
Thiabendazole,Huntley River,08/09/2012 12:00:00 AM,2012,< 0.05,ng/ml,Fungicides
Dimethoate,Wilmot River,09/19/2012 12:00:00 AM,2012,< 0.04,ng/ml,Insecticides
Pyrimethanil,Wilmot River,05/28/2018 12:00:00 AM,2018,< 0.053,ng/ml,Fungicides
Famoxadone,Wilmot River,05/28/2018 12:00:00 AM,2018,< 0.154,ng/ml,Fungicides
Rimsulfuron,Morell River,09/28/2017 12:00:00 AM,2017,< 0.02,ng/ml,Herbicides
Iprodione,Dunk River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Fungicides
Triticonazole,Clyde River,05/28/2018 12:00:00 AM,2018,< 0.154,ng/ml,Fungicides
Metiram,Huntley River,08/19/2009 12:00:00 AM,2009,< 1000,ng/ml,Fungicides
Metiram,Huntley River,08/19/2009 12:00:00 AM,2009,< 1000,ng/ml,Fungicides
Thiabendazole,Dunk River,07/19/2016 12:00:00 AM,2016,< 0.02,ng/ml,Fungicides
Metalaxyl,Mill River,07/20/2011 12:00:00 AM,2011,< 0.03,ng/ml,Fungicides
Cyprodinil,Mill River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Fungicides
Metribuzin,Huntley River,06/15/2017 12:00:00 AM,2017,< 0.03,ng/ml,Herbicides
Mcpa,West River,09/18/2013 12:00:00 AM,2013,< 0.5,ng/ml,Herbicides
Carbofuran,Huntley River,06/26/2018 12:00:00 AM,2018,< 0.02,ng/ml,Insecticides
Boscalid,Winter River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Fungicides
Glufosinate,Montague River,05/28/2018 12:00:00 AM,2018,< 1.0,ng/ml,Herbicides
Azoxystrobin,Winter River,08/21/2014 12:00:00 AM,2014,< 0.02,ng/ml,Fungicides
Metiram,Winter River,07/20/2011 12:00:00 AM,2011,< 1000,ng/ml,Fungicides
Metiram,Winter River,07/20/2011 12:00:00 AM,2011,< 1000,ng/ml,Fungicides
Mancozeb,Montague River,10/05/2017 12:00:00 AM,2017,< 100,ng/ml,Fungicides
Mancozeb,Montague River,10/05/2017 12:00:00 AM,2017,< 100,ng/ml,Fungicides
Bupirimate,Huntley River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Fungicides
Terbacil,Dunk River,07/26/2017 12:00:00 AM,2017,< 0.01,ng/ml,Herbicides
Imidacloprid,Huntley River,08/21/2018 12:00:00 AM,2018,< 0.02,ng/ml,Insecticides
Azoxystrobin,Clyde River,05/28/2018 12:00:00 AM,2018,< 0.114,ng/ml,Fungicides
Methamidophos,Mill River,08/25/2011 12:00:00 AM,2011,< 5.0,ng/ml,Insecticides
Benalaxyl,Huntley River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Fungicides
Trifloxystrobin,West River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Fungicides
Clopyralid,Morell River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Herbicides
Chlorothalonil,Dunk River,09/28/2017 12:00:00 AM,2017,< 0.01,ng/ml,Fungicides
Linuron,West River,07/14/2010 12:00:00 AM,2010,< 0.06,ng/ml,Herbicides
Linuron,West River,07/14/2010 12:00:00 AM,2010,< 0.06,ng/ml,Herbicides
Thiamethoxam,West River,08/17/2016 12:00:00 AM,2016,< 0.01,ng/ml,Insecticides
Thiamethoxam,Huntley River,08/09/2012 12:00:00 AM,2012,0.02,ng/ml,Insecticides
Pyraclostrobin,Winter River,05/28/2018 12:00:00 AM,2018,< 0.156,ng/ml,Fungicides
Metalaxyl,Winter River,07/20/2011 12:00:00 AM,2011,< 0.03,ng/ml,Fungicides
Azoxystrobin,Huntley River,10/01/2018 12:00:00 AM,2018,0.02,ng/ml,Fungicides
Rimsulfuron,Dunk River,10/01/2018 12:00:00 AM,2018,< 0.02,ng/ml,Herbicides
Carbofuran,Mill River,08/25/2011 12:00:00 AM,2011,< 0.05,ng/ml,Insecticides
Metalaxyl,Huntley River,06/26/2018 12:00:00 AM,2018,< 0.03,ng/ml,Fungicides
Azinphos-Methyl,West River,08/17/2016 12:00:00 AM,2016,< 0.03,ng/ml,Insecticides
Benfluralin,Clyde River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Thiabendazole,Huntley River,08/19/2009 12:00:00 AM,2009,< 0.05,ng/ml,Fungicides
Metobromuron,Winter River,07/25/2018 12:00:00 AM,2018,< 0.03,ng/ml,Herbicides
Rimsulfuron,Montague River,09/28/2017 12:00:00 AM,2017,< 0.02,ng/ml,Herbicides
Permethrin,Montague River,06/27/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Azoxystrobin,Dunk River,09/03/2013 12:00:00 AM,2013,< 0.02,ng/ml,Fungicides
Mancozeb,Clyde River,09/16/2015 12:00:00 AM,2015,< 100,ng/ml,Fungicides
Mancozeb,Clyde River,09/16/2015 12:00:00 AM,2015,< 100,ng/ml,Fungicides
Mcpa,Dunk River,07/22/2013 12:00:00 AM,2013,< 0.5,ng/ml,Herbicides
Dimethoate,West River,10/01/2018 12:00:00 AM,2018,< 0.04,ng/ml,Insecticides
Cypermethrin,Morell River,07/19/2016 12:00:00 AM,2016,< 0.01,ng/ml,Insecticides
Fludioxonil,Morell River,09/18/2013 12:00:00 AM,2013,< 0.01,ng/ml,Fungicides
Carbofuran,Clyde River,07/19/2012 12:00:00 AM,2012,< 0.05,ng/ml,Insecticides
Thiamethoxam,West River,09/28/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Metribuzin,Winter River,08/22/2018 12:00:00 AM,2018,< 0.03,ng/ml,Herbicides
Linuron,Mill River,06/15/2017 12:00:00 AM,2017,< 0.02,ng/ml,Herbicides
Linuron,Dunk River,08/16/2016 12:00:00 AM,2016,< 0.02,ng/ml,Herbicides
Phorate,Montague River,08/10/2011 12:00:00 AM,2011,< 0.01,ng/ml,Insecticides
Dimethoate,Dunk River,05/28/2018 12:00:00 AM,2018,< 0.255,ng/ml,Insecticides
Thiabendazole,Clyde River,09/19/2012 12:00:00 AM,2012,< 0.05,ng/ml,Fungicides
Cypermethrin,West River,07/24/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Atrazine,Morell River,09/12/2018 12:00:00 AM,2018,< 0.03,ng/ml,Herbicides
Bromoxynil,Huntley River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Dimethoate,Clyde River,09/19/2012 12:00:00 AM,2012,< 0.04,ng/ml,Insecticides
Azoxystrobin,Clyde River,10/01/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Rimsulfuron,Dunk River,06/26/2018 12:00:00 AM,2018,< 0.02,ng/ml,Herbicides
Thiophanate-Methyl,Montague River,10/05/2017 12:00:00 AM,2017,0.03,ng/ml,Fungicides
Rimsulfuron,Dunk River,10/05/2017 12:00:00 AM,2017,< 0.02,ng/ml,Herbicides
Atrazine,Winter River,09/28/2017 12:00:00 AM,2017,< 0.03,ng/ml,Herbicides
Acetamiprid,West River,05/28/2018 12:00:00 AM,2018,< 0.0125,ng/ml,Insecticides
Chlorantraniliprole,Wilmot River,10/01/2018 12:00:00 AM,2018,0.09,ng/ml,Insecticides
Phorate,Montague River,08/18/2014 12:00:00 AM,2014,< 0.01,ng/ml,Insecticides
Terbacil,Dunk River,07/24/2018 12:00:00 AM,2018,< 0.01,ng/ml,Herbicides
Phorate,Winter River,10/05/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Butralin,Wilmot River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Butylate,Mill River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Herbicides
Azinphos-Methyl,Winter River,09/14/2011 12:00:00 AM,2011,< 0.03,ng/ml,Insecticides
Clothianidin,West River,08/12/2010 12:00:00 AM,2010,< 0.01,ng/ml,Insecticides
Chlorantraniliprole,Morell River,08/16/2016 12:00:00 AM,2016,< 0.02,ng/ml,Insecticides
Propoxur,Huntley River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Insecticides
Thiophanate-Methyl,Mill River,06/15/2017 12:00:00 AM,2017,0.12,ng/ml,Fungicides
Picloram,Wilmot River,05/28/2018 12:00:00 AM,2018,< 0.072,ng/ml,Herbicides
Fludioxonil,Morell River,09/03/2013 12:00:00 AM,2013,< 0.01,ng/ml,Fungicides
Thiabendazole,Winter River,08/10/2011 12:00:00 AM,2011,< 0.05,ng/ml,Fungicides
Propiconazole,Montague River,07/25/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Metribuzin,Winter River,10/01/2018 12:00:00 AM,2018,< 0.03,ng/ml,Herbicides
Nitrapyrin,Morell River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Bactericides
Phorate,Mill River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Insecticides
Propyzamide,Montague River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Carbofuran,Clyde River,09/16/2015 12:00:00 AM,2015,< 0.02,ng/ml,Insecticides
Cypermethrin,Clyde River,07/20/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Hexazinone,Huntley River,09/19/2012 12:00:00 AM,2012,< 0.06,ng/ml,Herbicides
Rimsulfuron,Montague River,08/25/2011 12:00:00 AM,2011,< 0.05,ng/ml,Herbicides
Thiophanate-Methyl,Mill River,08/10/2011 12:00:00 AM,2011,< 0.1,ng/ml,Fungicides
Isofenphos,Mill River,05/28/2018 12:00:00 AM,2018,< 0.051,ng/ml,Insecticides
Difenoconazole,Mill River,05/28/2018 12:00:00 AM,2018,< 0.102,ng/ml,Fungicides
